Cost 1639
Edges 1166
E 76 108
E 12 140
E 140 172
E 172 236
E 236 492
E 492 1004
E 1004 2028
E 2028 4076
E 236 748
E 172 2220
E 2220 2476
E 172 428
E 140 396
E 396 908
E 908 2956
E 140 1164
E 1164 3212
E 12 268
E 268 300
E 300 812
E 812 1836
E 268 780
E 780 1804
E 12 524
E 524 1548
E 1548 3596
E 12 44
E 4 36
E 36 52
E 52 116
E 116 372
E 372 884
E 372 2420
E 116 628
E 52 180
E 180 436
E 436 948
E 948 2996
E 436 1460
E 180 692
E 692 1716
E 180 2228
E 52 1076
E 1076 1588
E 52 564
E 36 100
E 100 228
E 228 740
E 740 2788
E 228 484
E 100 356
E 356 868
E 100 612
E 612 1636
E 1636 3684
E 36 164
E 164 676
E 676 1700
E 1700 3748
E 164 1188
E 1188 3236
E 36 292
E 292 1316
E 292 2340
E 4 68
E 68 84
E 84 340
E 340 852
E 852 1876
E 1876 3924
E 84 596
E 596 724
E 724 1748
E 1748 3796
E 84 212
E 84 1108
E 68 196
E 196 452
E 452 964
E 964 1988
E 452 1476
E 1476 3524
E 196 708
E 708 1732
E 68 324
E 324 836
E 836 2884
E 68 2116
E 4 260
E 260 276
E 276 1300
E 1300 3348
E 260 772
E 4 516
E 516 532
E 532 2580
E 4 20
E 4 132
E 2 6
E 6 14
E 14 30
E 30 94
E 94 126
E 126 254
E 254 766
E 766 1790
E 254 510
E 126 638
E 638 1662
E 94 222
E 222 734
E 94 350
E 350 862
E 862 1886
E 350 2398
E 94 606
E 606 1630
E 1630 3678
E 30 158
E 158 190
E 190 446
E 446 958
E 958 3006
E 446 1470
E 1470 3518
E 158 1182
E 158 2206
E 30 286
E 286 318
E 318 830
E 830 1854
E 1854 3902
E 286 1310
E 30 62
E 14 46
E 46 110
E 110 238
E 238 1262
E 1262 3310
E 110 622
E 622 2670
E 46 174
E 174 1198
E 1198 1454
E 174 430
E 46 302
E 302 1326
E 1326 1838
E 1838 3886
E 302 814
E 14 142
E 142 206
E 206 462
E 462 974
E 974 3022
E 462 2510
E 142 398
E 398 910
E 910 1934
E 142 2190
E 14 270
E 270 1294
E 1294 3342
E 14 526
E 526 1550
E 14 1038
E 1038 1102
E 14 78
E 6 22
E 22 54
E 54 118
E 118 246
E 246 758
E 758 2806
E 246 502
E 118 374
E 374 1398
E 1398 3446
E 374 886
E 54 182
E 182 438
E 438 1462
E 1462 3510
E 182 1206
E 54 1078
E 22 86
E 86 214
E 214 470
E 470 1494
E 86 598
E 598 1622
E 1622 3670
E 86 2134
E 22 150
E 150 406
E 406 918
E 150 662
E 22 278
E 278 790
E 790 2838
E 22 534
E 6 38
E 38 102
E 102 230
E 230 486
E 486 998
E 998 2022
E 230 742
E 102 358
E 358 2406
E 102 2150
E 38 166
E 166 678
E 678 1702
E 1702 3750
E 166 2214
E 38 294
E 294 806
E 806 1830
E 294 1318
E 38 2086
E 6 70
E 70 198
E 198 710
E 710 1734
E 198 1222
E 1222 3270
E 198 454
E 70 582
E 582 838
E 838 1862
E 1862 3910
E 70 326
E 6 134
E 134 646
E 646 1670
E 1670 3718
E 134 1158
E 1158 3206
E 6 262
E 262 774
E 774 2822
E 6 518
E 518 2566
E 2 10
E 10 26
E 26 58
E 58 122
E 122 250
E 250 506
E 506 1018
E 1018 2042
E 2042 4090
E 1018 3066
E 122 378
E 378 1402
E 122 2170
E 58 314
E 314 826
E 314 1338
E 58 186
E 26 90
E 90 218
E 218 474
E 474 1498
E 1498 3546
E 90 346
E 346 858
E 858 1882
E 1882 3930
E 90 1114
E 1114 1626
E 90 602
E 26 154
E 154 410
E 410 922
E 922 1946
E 154 666
E 666 1690
E 1690 3738
E 26 282
E 282 2330
E 10 42
E 42 106
E 106 234
E 234 746
E 746 1770
E 106 618
E 618 874
E 874 1898
E 618 2666
E 106 362
E 42 170
E 170 426
E 426 2474
E 170 682
E 682 1706
E 42 554
E 554 2602
E 42 1066
E 1066 3114
E 10 74
E 74 202
E 202 458
E 458 970
E 202 1226
E 202 2250
E 74 330
E 330 1354
E 1354 3402
E 10 138
E 138 394
E 394 906
E 906 1930
E 1930 3978
E 138 650
E 10 266
E 2 18
E 18 50
E 50 114
E 114 242
E 242 498
E 498 1010
E 1010 2034
E 498 1522
E 1522 3570
E 242 1266
E 1266 3314
E 114 626
E 626 1650
E 1650 3698
E 50 178
E 178 690
E 690 2738
E 50 306
E 306 2354
E 18 82
E 82 210
E 82 338
E 18 146
E 146 148
E 148 404
E 404 916
E 916 1940
E 1940 3988
E 146 402
E 402 466
E 466 978
E 978 3026
E 402 2450
E 18 274
E 274 786
E 786 1810
E 274 1298
E 1298 3346
E 18 1042
E 1042 3090
E 2 66
E 66 98
E 98 354
E 354 482
E 482 1506
E 1506 3554
E 98 226
E 98 1122
E 66 194
E 194 706
E 706 1730
E 1730 3778
E 66 578
E 66 2114
E 2 130
E 130 162
E 162 418
E 418 930
E 130 386
E 386 1410
E 130 642
E 642 2690
E 2 258
E 258 290
E 290 802
E 802 1826
E 1826 3874
E 2 514
E 514 1538
E 2 34
E 1 3
E 3 7
E 7 15
E 15 31
E 31 63
E 63 127
E 127 255
E 255 511
E 511 1023
E 1023 3071
E 511 1535
E 1535 3583
E 63 191
E 191 1215
E 191 2239
E 63 319
E 319 831
E 831 1855
E 319 1343
E 63 575
E 31 159
E 159 415
E 415 2463
E 159 671
E 671 1695
E 159 223
E 31 287
E 287 351
E 351 479
E 479 991
E 991 2015
E 287 1311
E 31 543
E 543 607
E 607 1631
E 1631 3679
E 31 95
E 15 47
E 47 111
E 111 239
E 239 495
E 495 1519
E 1519 3567
E 495 2543
E 239 751
E 751 1775
E 111 367
E 367 879
E 111 2159
E 47 175
E 175 687
E 687 943
E 943 1967
E 1967 4015
E 175 431
E 47 559
E 559 1583
E 1583 3631
E 15 79
E 79 207
E 207 719
E 719 2767
E 79 335
E 335 847
E 847 1871
E 1871 3919
E 79 1103
E 15 143
E 143 399
E 399 911
E 143 1167
E 1167 3215
E 15 527
E 527 783
E 783 2831
E 15 271
E 7 23
E 23 55
E 55 119
E 119 1143
E 1143 1399
E 119 375
E 119 631
E 55 311
E 311 439
E 439 1463
E 1463 3511
E 311 823
E 823 887
E 887 1911
E 55 567
E 567 695
E 695 2743
E 55 183
E 23 87
E 87 215
E 215 1239
E 1239 3287
E 87 343
E 343 855
E 855 2903
E 23 151
E 151 407
E 407 919
E 151 663
E 663 2711
E 23 535
E 535 2583
E 2583 3607
E 535 1559
E 23 2071
E 7 39
E 39 103
E 103 231
E 231 487
E 487 999
E 231 743
E 743 1767
E 1767 3815
E 103 615
E 615 1639
E 1639 3687
E 39 295
E 295 1319
E 1319 1831
E 1831 3879
E 295 807
E 295 2343
E 39 1063
E 7 71
E 71 199
E 199 711
E 711 967
E 967 1991
E 1991 4039
E 199 455
E 199 2247
E 71 327
E 327 1351
E 1351 3399
E 71 583
E 7 135
E 135 391
E 391 1415
E 135 647
E 647 1671
E 135 2183
E 3 11
E 11 27
E 27 59
E 59 123
E 123 251
E 251 507
E 123 379
E 379 891
E 891 1915
E 1915 3963
E 123 635
E 635 2683
E 123 1147
E 59 187
E 187 443
E 443 955
E 187 699
E 699 1723
E 1723 3771
E 59 315
E 315 827
E 827 2875
E 315 2363
E 27 91
E 91 219
E 219 731
E 731 1755
E 91 347
E 347 859
E 91 1115
E 1115 3163
E 27 155
E 155 411
E 411 1435
E 155 2203
E 27 283
E 283 795
E 795 1819
E 1819 3867
E 11 75
E 75 107
E 107 235
E 235 491
E 491 1003
E 491 1515
E 235 1259
E 1259 3307
E 107 619
E 619 1643
E 75 203
E 203 459
E 459 971
E 971 1995
E 1995 4043
E 203 715
E 715 2763
E 75 331
E 331 2379
E 11 139
E 139 651
E 651 1675
E 139 1163
E 1163 1419
E 139 171
E 139 395
E 11 267
E 267 299
E 299 811
E 811 2859
E 299 1323
E 1323 3371
E 11 43
E 11 523
E 3 19
E 19 51
E 51 115
E 115 243
E 243 499
E 499 1011
E 1011 2035
E 243 755
E 755 1779
E 243 2291
E 115 627
E 627 1651
E 51 1075
E 1075 3123
E 51 307
E 19 83
E 83 211
E 211 467
E 467 1491
E 1491 3539
E 467 2515
E 211 723
E 19 147
E 147 403
E 403 915
E 147 1171
E 19 531
E 531 787
E 787 1811
E 1811 3859
E 531 1555
E 19 275
E 3 35
E 35 163
E 163 227
E 227 483
E 483 995
E 995 3043
E 483 1507
E 163 419
E 419 2467
E 163 675
E 35 291
E 291 355
E 355 1379
E 1379 3427
E 291 803
E 803 1827
E 35 547
E 547 2595
E 35 99
E 3 131
E 131 195
E 195 707
E 195 1219
E 131 387
E 387 899
E 899 1923
E 1923 3971
E 3 259
E 259 323
E 323 835
E 835 1859
E 323 1347
E 3 515
E 515 579
E 579 1603
E 1603 3651
E 515 2563
E 3 1027
E 1027 3075
E 3 67
E 1 9
E 9 13
E 13 29
E 29 61
E 61 125
E 125 253
E 253 765
E 765 1789
E 1789 3837
E 125 381
E 381 893
E 125 1149
E 1149 3197
E 61 189
E 189 445
E 445 1469
E 1469 3517
E 189 701
E 61 573
E 573 2621
E 29 93
E 93 221
E 221 477
E 477 989
E 989 2013
E 2013 4061
E 221 1245
E 1245 3293
E 93 349
E 349 2397
E 29 157
E 157 413
E 29 285
E 285 797
E 797 1821
E 29 541
E 541 2589
E 29 1053
E 1053 3101
E 13 45
E 45 109
E 109 365
E 365 493
E 493 1005
E 1005 3053
E 3053 4077
E 1005 2029
E 365 1389
E 109 237
E 109 2157
E 45 173
E 173 2221
E 2221 2285
E 173 685
E 45 301
E 301 2349
E 45 1069
E 13 77
E 77 205
E 205 1229
E 77 333
E 333 845
E 77 589
E 13 141
E 141 397
E 397 1421
E 1421 3469
E 141 653
E 653 1677
E 1677 3725
E 13 269
E 269 781
E 781 1805
E 9 41
E 41 57
E 57 121
E 121 249
E 249 505
E 505 1529
E 505 2553
E 249 761
E 121 377
E 377 889
E 889 1913
E 1913 3961
E 57 185
E 185 1209
E 1209 3257
E 57 569
E 569 1593
E 57 2105
E 41 169
E 169 233
E 233 489
E 489 1513
E 169 425
E 425 937
E 937 1961
E 169 681
E 681 2729
E 41 553
E 553 617
E 617 1641
E 1641 3689
E 41 1065
E 1065 1321
E 1321 3369
E 41 105
E 41 297
E 9 73
E 73 89
E 89 217
E 217 473
E 473 985
E 985 3033
E 217 729
E 729 1753
E 729 2777
E 89 345
E 345 1369
E 73 329
E 329 361
E 329 457
E 73 585
E 585 1609
E 1609 3657
E 73 201
E 9 137
E 137 393
E 393 1417
E 1417 3465
E 137 153
E 9 265
E 265 281
E 281 409
E 409 921
E 921 2969
E 281 793
E 793 1817
E 1817 3865
E 265 777
E 777 2825
E 9 25
E 9 1033
E 9 2057
E 1 17
E 17 21
E 21 53
E 53 181
E 181 245
E 245 501
E 501 2549
E 245 1269
E 181 437
E 437 949
E 949 1973
E 181 693
E 693 1717
E 53 565
E 565 1589
E 1589 3637
E 565 2613
E 53 117
E 53 309
E 21 85
E 85 213
E 213 725
E 725 1749
E 1749 2005
E 2005 4053
E 725 981
E 213 1237
E 1237 1493
E 213 469
E 85 597
E 597 1621
E 85 1109
E 21 149
E 149 2197
E 21 277
E 277 1301
E 1301 3349
E 17 49
E 49 177
E 177 241
E 241 753
E 177 689
E 689 945
E 945 1969
E 1969 4017
E 177 433
E 49 305
E 305 369
E 369 881
E 881 1905
E 1905 3953
E 881 2929
E 305 1329
E 49 113
E 17 81
E 81 209
E 209 465
E 465 1489
E 1489 3537
E 209 721
E 721 1745
E 81 593
E 593 2641
E 81 2129
E 17 145
E 145 657
E 657 2705
E 2705 3729
E 657 1681
E 145 1169
E 17 273
E 273 785
E 1 33
E 33 37
E 37 101
E 101 229
E 229 485
E 101 357
E 357 869
E 869 2917
E 101 613
E 613 1637
E 37 165
E 165 421
E 421 933
E 933 2981
E 421 1445
E 1445 3493
E 165 1189
E 1189 3237
E 33 97
E 97 225
E 225 481
E 481 993
E 993 3041
E 225 737
E 737 1761
E 1761 3809
E 97 353
E 353 865
E 865 2913
E 97 1121
E 1121 3169
E 33 161
E 161 1185
E 161 2209
E 33 545
E 1 65
E 65 69
E 69 197
E 197 709
E 709 2757
E 69 325
E 325 1349
E 1349 3397
E 69 1093
E 1093 3141
E 65 193
E 193 449
E 449 961
E 961 1985
E 449 2497
E 193 1217
E 1217 3265
E 65 321
E 321 833
E 833 1857
E 321 1345
E 1 129
E 129 385
E 385 897
E 129 133
E 1 257
E 257 261
E 261 389
E 389 901
E 901 2949
E 261 773
E 773 1797
E 257 2305
E 1 513
E 513 1537
E 1537 3585
