Cost 83897
Edges 833
E 307 305
E 305 273
E 273 401
E 401 433
E 433 177
E 177 185
E 185 441
E 441 445
E 445 317
E 317 381
E 177 161
E 433 434
E 434 436
E 436 500
E 500 244
E 500 372
E 436 404
E 404 148
E 404 916
E 916 788
E 788 852
E 401 465
E 305 369
E 320 384
E 576 575
E 575 559
E 559 555
E 555 811
E 811 809
E 809 825
E 825 793
E 793 785
E 785 817
E 817 819
E 819 827
E 827 795
E 795 923
E 811 875
E 875 879
E 879 1007
E 1007 751
E 751 743
E 879 871
E 871 887
E 887 631
E 811 815
E 544 672
E 672 160
E 672 664
E 664 728
E 728 216
E 216 88
E 88 86
E 88 600
E 88 344
E 216 472
E 472 480
E 728 726
E 726 662
E 662 646
E 728 724
E 664 696
E 696 568
E 568 564
E 564 548
E 564 692
E 564 52
E 52 50
E 50 306
E 568 56
E 56 312
E 568 632
E 632 760
E 696 680
E 680 552
E 552 550
E 696 952
E 636 640
E 892 828
E 828 832
E 832 816
E 816 880
E 816 560
E 816 814
E 832 800
E 800 796
E 380 378
E 332 76
E 76 588
E 588 620
E 332 364
E 364 368
E 368 496
E 496 1008
E 1008 976
E 323 835
E 324 452
E 452 964
E 964 900
E 900 644
E 452 388
E 452 468
E 322 338
E 578 610
E 610 98
E 98 106
E 106 74
E 74 73
E 73 585
E 585 617
E 98 102
E 102 614
E 614 622
E 622 878
E 878 894
E 878 846
E 846 842
E 842 778
E 778 266
E 266 270
E 842 586
E 842 841
E 513 545
E 545 609
E 609 613
E 613 621
E 621 877
E 513 521
E 521 537
E 537 569
E 569 573
E 573 701
E 537 25
E 1 9
E 9 265
E 265 393
E 393 409
E 409 281
E 281 283
