Cost 1535
Edges 1535
E 99 355
E 355 867
E 867 1891
E 99 227
E 227 739
E 739 1763
E 227 483
E 483 1507
E 483 995
E 3 19
E 19 531
E 531 1555
E 19 275
E 275 1299
E 275 787
E 19 147
E 147 1171
E 147 659
E 147 403
E 403 915
E 915 1939
E 19 83
E 83 1107
E 83 595
E 83 339
E 339 851
E 851 1875
E 83 211
E 211 723
E 723 1747
E 211 467
E 467 1491
E 467 979
E 19 51
E 51 1075
E 51 563
E 51 307
E 307 819
E 819 1843
E 51 179
E 179 691
E 691 1715
E 179 435
E 435 1459
E 435 947
E 51 115
E 115 627
E 627 1651
E 115 371
E 371 1395
E 371 883
E 115 243
E 243 1267
E 243 755
E 243 499
E 499 1011
E 1011 2035
E 3 11
E 11 523
E 523 1547
E 11 267
E 267 1291
E 267 779
E 11 139
E 139 1163
E 139 651
E 139 395
E 395 907
E 907 1931
E 11 75
E 75 1099
E 75 587
E 75 331
E 331 843
E 843 1867
E 75 203
E 203 715
E 715 1739
E 203 459
E 459 1483
E 459 971
E 11 43
E 43 1067
E 43 555
E 43 299
E 299 811
E 811 1835
E 43 171
E 171 683
E 683 1707
E 171 427
E 427 1451
E 427 939
E 43 107
E 107 619
E 619 1643
E 107 363
E 363 1387
E 363 875
E 107 235
E 235 1259
E 235 747
E 235 491
E 491 1003
E 1003 2027
E 11 27
E 27 1051
E 27 539
E 27 283
E 283 795
E 795 1819
E 27 155
E 155 667
E 667 1691
E 155 411
E 411 1435
E 411 923
E 27 91
E 91 603
E 603 1627
E 91 347
E 347 1371
E 347 859
E 91 219
E 219 1243
E 219 731
E 219 475
E 475 987
E 987 2011
E 27 59
E 59 571
E 571 1595
E 59 315
E 315 1339
E 315 827
E 59 187
E 187 1211
E 187 699
E 187 443
E 443 955
E 955 1979
E 59 123
E 123 1147
E 123 635
E 123 379
E 379 891
E 891 1915
E 123 251
E 251 763
E 763 1787
E 251 507
E 507 1531
E 507 1019
E 3 7
E 7 519
E 519 1543
E 7 263
E 263 1287
E 263 775
E 7 135
E 135 1159
E 135 647
E 135 391
E 391 903
E 903 1927
E 7 71
E 71 1095
E 71 583
E 71 327
E 327 839
E 839 1863
E 71 199
E 199 711
E 711 1735
E 199 455
E 455 1479
E 455 967
E 7 39
E 39 1063
E 39 551
E 39 295
E 295 807
E 807 1831
E 39 167
E 167 679
E 679 1703
E 167 423
E 423 1447
E 423 935
E 39 103
E 103 615
E 615 1639
E 103 359
E 359 1383
E 359 871
E 103 231
E 231 1255
E 231 743
E 231 487
E 487 999
E 999 2023
E 7 23
E 23 1047
E 23 535
E 23 279
E 279 791
E 791 1815
E 23 151
E 151 663
E 663 1687
E 151 407
E 407 1431
E 407 919
E 23 87
E 87 599
E 599 1623
E 87 343
E 343 1367
E 343 855
E 87 215
E 215 1239
E 215 727
E 215 471
E 471 983
E 983 2007
E 23 55
E 55 567
E 567 1591
E 55 311
E 311 1335
E 311 823
E 55 183
E 183 1207
E 183 695
E 183 439
E 439 951
E 951 1975
E 55 119
E 119 1143
E 119 631
E 119 375
E 375 887
E 887 1911
E 119 247
E 247 759
E 759 1783
E 247 503
E 503 1527
E 503 1015
E 7 15
E 15 1039
E 15 527
E 15 271
E 271 783
E 783 1807
E 15 143
E 143 655
E 655 1679
E 143 399
E 399 1423
E 399 911
E 15 79
E 79 591
E 591 1615
E 79 335
E 335 1359
E 335 847
E 79 207
E 207 1231
E 207 719
E 207 463
E 463 975
E 975 1999
E 15 47
E 47 559
E 559 1583
E 47 303
E 303 1327
E 303 815
E 47 175
E 175 1199
E 175 687
E 175 431
E 431 943
E 943 1967
E 47 111
E 111 1135
E 111 623
E 111 367
E 367 879
E 879 1903
E 111 239
E 239 751
E 751 1775
E 239 495
E 495 1519
E 495 1007
E 15 31
E 31 543
E 543 1567
E 31 287
E 287 1311
E 287 799
E 31 159
E 159 1183
E 159 671
E 159 415
E 415 927
E 927 1951
E 31 95
E 95 1119
E 95 607
E 95 351
E 351 863
E 863 1887
E 95 223
E 223 735
E 735 1759
E 223 479
E 479 1503
E 479 991
E 31 63
E 63 1087
E 63 575
E 63 319
E 319 831
E 831 1855
E 63 191
E 191 703
E 703 1727
E 191 447
E 447 1471
E 447 959
E 63 127
E 127 639
E 639 1663
E 127 383
E 383 1407
E 383 895
E 127 255
E 255 1279
E 255 767
E 255 511
E 511 1023
E 1023 2047
E 1 2
E 2 1026
E 2 514
E 2 258
E 258 770
E 770 1794
E 2 130
E 130 642
E 642 1666
E 130 386
E 386 1410
E 386 898
E 2 66
E 66 578
E 578 1602
E 66 322
E 322 1346
E 322 834
E 66 194
E 194 1218
E 194 706
E 194 450
E 450 962
E 962 1986
E 2 34
E 34 546
E 546 1570
E 34 290
E 290 1314
E 290 802
E 34 162
E 162 1186
E 162 674
E 162 418
E 418 930
E 930 1954
E 34 98
E 98 1122
E 98 610
E 98 354
E 354 866
E 866 1890
E 98 226
E 226 738
E 738 1762
E 226 482
E 482 1506
E 482 994
E 2 18
E 18 530
E 530 1554
E 18 274
E 274 1298
E 274 786
E 18 146
E 146 1170
E 146 658
E 146 402
E 402 914
E 914 1938
E 18 82
E 82 1106
E 82 594
E 82 338
E 338 850
E 850 1874
E 82 210
E 210 722
E 722 1746
E 210 466
E 466 1490
E 466 978
E 18 50
E 50 1074
E 50 562
E 50 306
E 306 818
E 818 1842
E 50 178
E 178 690
E 690 1714
E 178 434
E 434 1458
E 434 946
E 50 114
E 114 626
E 626 1650
E 114 370
E 370 1394
E 370 882
E 114 242
E 242 1266
E 242 754
E 242 498
E 498 1010
E 1010 2034
E 2 10
E 10 522
E 522 1546
E 10 266
E 266 1290
E 266 778
E 10 138
E 138 1162
E 138 650
E 138 394
E 394 906
E 906 1930
E 10 74
E 74 1098
E 74 586
E 74 330
E 330 842
E 842 1866
E 74 202
E 202 714
E 714 1738
E 202 458
E 458 1482
E 458 970
E 10 42
E 42 1066
E 42 554
E 42 298
E 298 810
E 810 1834
E 42 170
E 170 682
E 682 1706
E 170 426
E 426 1450
E 426 938
E 42 106
E 106 618
E 618 1642
E 106 362
E 362 1386
E 362 874
E 106 234
E 234 1258
E 234 746
E 234 490
E 490 1002
E 1002 2026
E 10 26
E 26 1050
E 26 538
E 26 282
E 282 794
E 794 1818
E 26 154
E 154 666
E 666 1690
E 154 410
E 410 1434
E 410 922
E 26 90
E 90 602
E 602 1626
E 90 346
E 346 1370
E 346 858
E 90 218
E 218 1242
E 218 730
E 218 474
E 474 986
E 986 2010
E 26 58
E 58 570
E 570 1594
E 58 314
E 314 1338
E 314 826
E 58 186
E 186 1210
E 186 698
E 186 442
E 442 954
E 954 1978
E 58 122
E 122 1146
E 122 634
E 122 378
E 378 890
E 890 1914
E 122 250
E 250 762
E 762 1786
E 250 506
E 506 1530
E 506 1018
E 2 6
E 6 518
E 518 1542
E 6 262
E 262 1286
E 262 774
E 6 134
E 134 1158
E 134 646
E 134 390
E 390 902
E 902 1926
E 6 70
E 70 1094
E 70 582
E 70 326
E 326 838
E 838 1862
E 70 198
E 198 710
E 710 1734
E 198 454
E 454 1478
E 454 966
E 6 38
E 38 1062
E 38 550
E 38 294
E 294 806
E 806 1830
E 38 166
E 166 678
E 678 1702
E 166 422
E 422 1446
E 422 934
E 38 102
E 102 614
E 614 1638
E 102 358
E 358 1382
E 358 870
E 102 230
E 230 1254
E 230 742
E 230 486
E 486 998
E 998 2022
E 6 22
E 22 1046
E 22 534
E 22 278
E 278 790
E 790 1814
E 22 150
E 150 662
E 662 1686
E 150 406
E 406 1430
E 406 918
E 22 86
E 86 598
E 598 1622
E 86 342
E 342 1366
E 342 854
E 86 214
E 214 1238
E 214 726
E 214 470
E 470 982
E 982 2006
E 22 54
E 54 566
E 566 1590
E 54 310
E 310 1334
E 310 822
E 54 182
E 182 1206
E 182 694
E 182 438
E 438 950
E 950 1974
E 54 118
E 118 1142
E 118 630
E 118 374
E 374 886
E 886 1910
E 118 246
E 246 758
E 758 1782
E 246 502
E 502 1526
E 502 1014
E 6 14
E 14 1038
E 14 526
E 14 270
E 270 782
E 782 1806
E 14 142
E 142 654
E 654 1678
E 142 398
E 398 1422
E 398 910
E 14 78
E 78 590
E 590 1614
E 78 334
E 334 1358
E 334 846
E 78 206
E 206 1230
E 206 718
E 206 462
E 462 974
E 974 1998
E 14 46
E 46 558
E 558 1582
E 46 302
E 302 1326
E 302 814
E 46 174
E 174 1198
E 174 686
E 174 430
E 430 942
E 942 1966
E 46 110
E 110 1134
E 110 622
E 110 366
E 366 878
E 878 1902
E 110 238
E 238 750
E 750 1774
E 238 494
E 494 1518
E 494 1006
E 14 30
E 30 542
E 542 1566
E 30 286
E 286 1310
E 286 798
E 30 158
E 158 1182
E 158 670
E 158 414
E 414 926
E 926 1950
E 30 94
E 94 1118
E 94 606
E 94 350
E 350 862
E 862 1886
E 94 222
E 222 734
E 734 1758
E 222 478
E 478 1502
E 478 990
E 30 62
E 62 1086
E 62 574
E 62 318
E 318 830
E 830 1854
E 62 190
E 190 702
E 702 1726
E 190 446
E 446 1470
E 446 958
E 62 126
E 126 638
E 638 1662
E 126 382
E 382 1406
E 382 894
E 126 254
E 254 1278
E 254 766
E 254 510
E 510 1022
E 1022 2046
E 2 4
E 4 516
E 516 1540
E 4 260
E 260 1284
E 260 772
E 4 132
E 132 1156
E 132 644
E 132 388
E 388 900
E 900 1924
E 4 68
E 68 1092
E 68 580
E 68 324
E 324 836
E 836 1860
E 68 196
E 196 708
E 708 1732
E 196 452
E 452 1476
E 452 964
E 4 36
E 36 1060
E 36 548
E 36 292
E 292 804
E 804 1828
E 36 164
E 164 676
E 676 1700
E 164 420
E 420 1444
E 420 932
E 36 100
E 100 612
E 612 1636
E 100 356
E 356 1380
E 356 868
E 100 228
E 228 1252
E 228 740
E 228 484
E 484 996
E 996 2020
E 4 20
E 20 1044
E 20 532
E 20 276
E 276 788
E 788 1812
E 20 148
E 148 660
E 660 1684
E 148 404
E 404 1428
E 404 916
E 20 84
E 84 596
E 596 1620
E 84 340
E 340 1364
E 340 852
E 84 212
E 212 1236
E 212 724
E 212 468
E 468 980
E 980 2004
E 20 52
E 52 564
E 564 1588
E 52 308
E 308 1332
E 308 820
E 52 180
E 180 1204
E 180 692
E 180 436
E 436 948
E 948 1972
E 52 116
E 116 1140
E 116 628
E 116 372
E 372 884
E 884 1908
E 116 244
E 244 756
E 756 1780
E 244 500
E 500 1524
E 500 1012
E 4 12
E 12 1036
E 12 524
E 12 268
E 268 780
E 780 1804
E 12 140
E 140 652
E 652 1676
E 140 396
E 396 1420
E 396 908
E 12 76
E 76 588
E 588 1612
E 76 332
E 332 1356
E 332 844
E 76 204
E 204 1228
E 204 716
E 204 460
E 460 972
E 972 1996
E 12 44
E 44 556
E 556 1580
E 44 300
E 300 1324
E 300 812
E 44 172
E 172 1196
E 172 684
E 172 428
E 428 940
E 940 1964
E 44 108
E 108 1132
E 108 620
E 108 364
E 364 876
E 876 1900
E 108 236
E 236 748
E 748 1772
E 236 492
E 492 1516
E 492 1004
E 12 28
E 28 540
E 540 1564
E 28 284
E 284 1308
E 284 796
E 28 156
E 156 1180
E 156 668
E 156 412
E 412 924
E 924 1948
E 28 92
E 92 1116
E 92 604
E 92 348
E 348 860
E 860 1884
E 92 220
E 220 732
E 732 1756
E 220 476
E 476 1500
E 476 988
E 28 60
E 60 1084
E 60 572
E 60 316
E 316 828
E 828 1852
E 60 188
E 188 700
E 700 1724
E 188 444
E 444 1468
E 444 956
E 60 124
E 124 636
E 636 1660
E 124 380
E 380 1404
E 380 892
E 124 252
E 252 1276
E 252 764
E 252 508
E 508 1020
E 1020 2044
E 4 8
E 8 1032
E 8 520
E 8 264
E 264 776
E 776 1800
E 8 136
E 136 648
E 648 1672
E 136 392
E 392 1416
E 392 904
E 8 72
E 72 584
E 584 1608
E 72 328
E 328 1352
E 328 840
E 72 200
E 200 1224
E 200 712
E 200 456
E 456 968
E 968 1992
E 8 40
E 40 552
E 552 1576
E 40 296
E 296 1320
E 296 808
E 40 168
E 168 1192
E 168 680
E 168 424
E 424 936
E 936 1960
E 40 104
E 104 1128
E 104 616
E 104 360
E 360 872
E 872 1896
E 104 232
E 232 744
E 744 1768
E 232 488
E 488 1512
E 488 1000
E 8 24
E 24 536
E 536 1560
E 24 280
E 280 1304
E 280 792
E 24 152
E 152 1176
E 152 664
E 152 408
E 408 920
E 920 1944
E 24 88
E 88 1112
E 88 600
E 88 344
E 344 856
E 856 1880
E 88 216
E 216 728
E 728 1752
E 216 472
E 472 1496
E 472 984
E 24 56
E 56 1080
E 56 568
E 56 312
E 312 824
E 824 1848
E 56 184
E 184 696
E 696 1720
E 184 440
E 440 1464
E 440 952
E 56 120
E 120 632
E 632 1656
E 120 376
E 376 1400
E 376 888
E 120 248
E 248 1272
E 248 760
E 248 504
E 504 1016
E 1016 2040
E 8 16
E 16 528
E 528 1552
E 16 272
E 272 1296
E 272 784
E 16 144
E 144 1168
E 144 656
E 144 400
E 400 912
E 912 1936
E 16 80
E 80 1104
E 80 592
E 80 336
E 336 848
E 848 1872
E 80 208
E 208 720
E 720 1744
E 208 464
E 464 1488
E 464 976
E 16 48
E 48 1072
E 48 560
E 48 304
E 304 816
E 816 1840
E 48 176
E 176 688
E 688 1712
E 176 432
E 432 1456
E 432 944
E 48 112
E 112 624
E 624 1648
E 112 368
E 368 1392
E 368 880
E 112 240
E 240 1264
E 240 752
E 240 496
E 496 1008
E 1008 2032
E 16 32
E 32 1056
E 32 544
E 32 288
E 288 800
E 800 1824
E 32 160
E 160 672
E 672 1696
E 160 416
E 416 1440
E 416 928
E 32 96
E 96 608
E 608 1632
E 96 352
E 352 1376
E 352 864
E 96 224
E 224 1248
E 224 736
E 224 480
E 480 992
E 992 2016
E 32 64
E 64 576
E 576 1600
E 64 320
E 320 1344
E 320 832
E 64 192
E 192 1216
E 192 704
E 192 448
E 448 960
E 960 1984
E 64 128
E 128 1152
E 128 640
E 128 384
E 384 896
E 896 1920
E 128 256
E 256 768
E 768 1792
E 256 512
E 512 1536
E 512 1024
