Cost 767
Edges 767
E 11 75
E 75 587
E 75 331
E 75 203
E 203 459
E 459 971
E 11 43
E 43 555
E 43 299
E 43 171
E 171 427
E 427 939
E 43 107
E 107 363
E 363 875
E 107 235
E 235 747
E 235 491
E 11 27
E 27 539
E 27 283
E 27 155
E 155 411
E 411 923
E 27 91
E 91 347
E 347 859
E 91 219
E 219 731
E 219 475
E 27 59
E 59 315
E 315 827
E 59 187
E 187 699
E 187 443
E 59 123
E 123 635
E 123 379
E 123 251
E 251 507
E 507 1019
E 3 7
E 7 263
E 263 775
E 7 135
E 135 647
E 135 391
E 7 71
E 71 583
E 71 327
E 71 199
E 199 455
E 455 967
E 7 39
E 39 551
E 39 295
E 39 167
E 167 423
E 423 935
E 39 103
E 103 359
E 359 871
E 103 231
E 231 743
E 231 487
E 7 23
E 23 535
E 23 279
E 23 151
E 151 407
E 407 919
E 23 87
E 87 343
E 343 855
E 87 215
E 215 727
E 215 471
E 23 55
E 55 311
E 311 823
E 55 183
E 183 695
E 183 439
E 55 119
E 119 631
E 119 375
E 119 247
E 247 503
E 503 1015
E 7 15
E 15 527
E 15 271
E 15 143
E 143 399
E 399 911
E 15 79
E 79 335
E 335 847
E 79 207
E 207 719
E 207 463
E 15 47
E 47 303
E 303 815
E 47 175
E 175 687
E 175 431
E 47 111
E 111 623
E 111 367
E 111 239
E 239 495
E 495 1007
E 15 31
E 31 287
E 287 799
E 31 159
E 159 671
E 159 415
E 31 95
E 95 607
E 95 351
E 95 223
E 223 479
E 479 991
E 31 63
E 63 575
E 63 319
E 63 191
E 191 447
E 447 959
E 63 127
E 127 383
E 383 895
E 127 255
E 255 767
E 255 511
E 1 2
E 2 514
E 2 258
E 2 130
E 130 386
E 386 898
E 2 66
E 66 322
E 322 834
E 66 194
E 194 706
E 194 450
E 2 34
E 34 290
E 290 802
E 34 162
E 162 674
E 162 418
E 34 98
E 98 610
E 98 354
E 98 226
E 226 482
E 482 994
E 2 18
E 18 274
E 274 786
E 18 146
E 146 658
E 146 402
E 18 82
E 82 594
E 82 338
E 82 210
E 210 466
E 466 978
E 18 50
E 50 562
E 50 306
E 50 178
E 178 434
E 434 946
E 50 114
E 114 370
E 370 882
E 114 242
E 242 754
E 242 498
E 2 10
E 10 266
E 266 778
E 10 138
E 138 650
E 138 394
E 10 74
E 74 586
E 74 330
E 74 202
E 202 458
E 458 970
E 10 42
E 42 554
E 42 298
E 42 170
E 170 426
E 426 938
E 42 106
E 106 362
E 362 874
E 106 234
E 234 746
E 234 490
E 10 26
E 26 538
E 26 282
E 26 154
E 154 410
E 410 922
E 26 90
E 90 346
E 346 858
E 90 218
E 218 730
E 218 474
E 26 58
E 58 314
E 314 826
E 58 186
E 186 698
E 186 442
E 58 122
E 122 634
E 122 378
E 122 250
E 250 506
E 506 1018
E 2 6
E 6 262
E 262 774
E 6 134
E 134 646
E 134 390
E 6 70
E 70 582
E 70 326
E 70 198
E 198 454
E 454 966
E 6 38
E 38 550
E 38 294
E 38 166
E 166 422
E 422 934
E 38 102
E 102 358
E 358 870
E 102 230
E 230 742
E 230 486
E 6 22
E 22 534
E 22 278
E 22 150
E 150 406
E 406 918
E 22 86
E 86 342
E 342 854
E 86 214
E 214 726
E 214 470
E 22 54
E 54 310
E 310 822
E 54 182
E 182 694
E 182 438
E 54 118
E 118 630
E 118 374
E 118 246
E 246 502
E 502 1014
E 6 14
E 14 526
E 14 270
E 14 142
E 142 398
E 398 910
E 14 78
E 78 334
E 334 846
E 78 206
E 206 718
E 206 462
E 14 46
E 46 302
E 302 814
E 46 174
E 174 686
E 174 430
E 46 110
E 110 622
E 110 366
E 110 238
E 238 494
E 494 1006
E 14 30
E 30 286
E 286 798
E 30 158
E 158 670
E 158 414
E 30 94
E 94 606
E 94 350
E 94 222
E 222 478
E 478 990
E 30 62
E 62 574
E 62 318
E 62 190
E 190 446
E 446 958
E 62 126
E 126 382
E 382 894
E 126 254
E 254 766
E 254 510
E 2 4
E 4 260
E 260 772
E 4 132
E 132 644
E 132 388
E 4 68
E 68 580
E 68 324
E 68 196
E 196 452
E 452 964
E 4 36
E 36 548
E 36 292
E 36 164
E 164 420
E 420 932
E 36 100
E 100 356
E 356 868
E 100 228
E 228 740
E 228 484
E 4 20
E 20 532
E 20 276
E 20 148
E 148 404
E 404 916
E 20 84
E 84 340
E 340 852
E 84 212
E 212 724
E 212 468
E 20 52
E 52 308
E 308 820
E 52 180
E 180 692
E 180 436
E 52 116
E 116 628
E 116 372
E 116 244
E 244 500
E 500 1012
E 4 12
E 12 524
E 12 268
E 12 140
E 140 396
E 396 908
E 12 76
E 76 332
E 332 844
E 76 204
E 204 716
E 204 460
E 12 44
E 44 300
E 300 812
E 44 172
E 172 684
E 172 428
E 44 108
E 108 620
E 108 364
E 108 236
E 236 492
E 492 1004
E 12 28
E 28 284
E 284 796
E 28 156
E 156 668
E 156 412
E 28 92
E 92 604
E 92 348
E 92 220
E 220 476
E 476 988
E 28 60
E 60 572
E 60 316
E 60 188
E 188 444
E 444 956
E 60 124
E 124 380
E 380 892
E 124 252
E 252 764
E 252 508
E 4 8
E 8 520
E 8 264
E 8 136
E 136 392
E 392 904
E 8 72
E 72 328
E 328 840
E 72 200
E 200 712
E 200 456
E 8 40
E 40 296
E 296 808
E 40 168
E 168 680
E 168 424
E 40 104
E 104 616
E 104 360
E 104 232
E 232 488
E 488 1000
E 8 24
E 24 280
E 280 792
E 24 152
E 152 664
E 152 408
E 24 88
E 88 600
E 88 344
E 88 216
E 216 472
E 472 984
E 24 56
E 56 568
E 56 312
E 56 184
E 184 440
E 440 952
E 56 120
E 120 376
E 376 888
E 120 248
E 248 760
E 248 504
E 8 16
E 16 272
E 272 784
E 16 144
E 144 656
E 144 400
E 16 80
E 80 592
E 80 336
E 80 208
E 208 464
E 464 976
E 16 48
E 48 560
E 48 304
E 48 176
E 176 432
E 432 944
E 48 112
E 112 368
E 368 880
E 112 240
E 240 752
E 240 496
E 16 32
E 32 544
E 32 288
E 32 160
E 160 416
E 416 928
E 32 96
E 96 352
E 352 864
E 96 224
E 224 736
E 224 480
E 32 64
E 64 320
E 320 832
E 64 192
E 192 704
E 192 448
E 64 128
E 128 640
E 128 384
E 128 256
E 256 512
E 512 1024
