Cost 65638
Edges 513
E 85 87
E 87 599
E 599 631
E 631 629
E 629 117
E 117 245
E 245 213
E 213 149
E 149 181
E 181 165
E 165 229
E 229 485
E 485 501
E 213 214
E 214 150
E 213 215
E 215 151
E 151 183
E 183 191
E 151 663
E 663 535
E 535 531
E 531 563
E 563 571
E 535 543
E 543 607
E 607 735
E 735 736
E 736 734
E 734 222
E 222 206
E 206 718
E 535 519
E 519 520
E 520 528
E 528 560
E 535 791
E 791 799
E 799 795
E 795 796
E 796 828
E 828 827
E 827 811
E 796 780
E 780 812
E 812 816
E 816 814
E 814 782
E 782 526
E 526 518
E 518 550
E 550 552
E 816 880
E 880 896
E 896 384
E 384 128
E 128 256
E 799 797
E 797 829
E 829 957
E 957 959
E 959 831
E 831 895
E 895 1023
E 797 789
E 791 792
E 663 664
E 664 660
E 660 692
E 692 756
E 756 244
E 244 243
E 213 469
E 469 471
E 471 479
E 479 475
E 475 467
E 467 339
E 339 343
E 343 344
E 344 856
E 856 840
E 339 337
E 479 480
E 629 757
E 757 693
E 693 949
E 949 437
E 757 753
E 753 761
E 757 741
E 85 21
E 21 22
E 22 534
E 534 542
E 542 606
E 606 862
E 862 854
E 854 982
E 21 53
E 53 61
E 61 125
E 125 126
E 126 382
E 382 350
E 126 118
E 125 127
E 53 55
E 55 23
E 85 341
E 341 325
E 325 261
E 261 262
E 325 321
E 321 353
E 341 853
E 853 885
E 885 893
E 611 867
E 867 868
E 737 745
E 194 226
E 226 482
E 482 484
E 484 483
E 483 451
E 451 449
E 449 961
E 484 500
E 484 996
E 226 162
E 202 218
E 74 586
E 586 585
E 585 521
E 586 590
E 590 622
E 622 878
E 878 870
E 622 110
E 590 582
E 582 710
E 710 742
E 742 614
E 614 616
E 616 612
E 612 580
E 580 596
E 596 595
E 595 851
E 851 835
E 835 839
E 580 588
E 614 102
E 590 589
E 589 845
E 845 837
E 837 773
E 773 781
E 781 813
E 813 941
E 773 775
E 74 10
E 10 9
E 9 25
E 10 26
E 26 154
E 154 138
E 26 282
E 282 284
E 26 538
E 538 530
E 74 73
E 73 105
E 105 121
E 121 249
E 249 253
E 253 254
E 254 190
E 190 174
E 174 166
E 166 168
E 168 184
E 184 56
E 56 64
E 64 576
E 576 568
E 568 632
E 632 888
E 888 824
E 64 32
E 32 28
E 28 92
E 92 604
E 604 540
E 540 668
E 92 84
E 184 192
E 168 424
E 190 62
E 249 505
E 105 361
E 361 297
E 297 809
E 809 810
E 297 289
E 289 417
E 297 313
E 313 305
E 305 433
E 433 441
E 441 442
E 442 314
E 314 58
E 58 42
E 42 170
E 433 401
E 401 409
E 409 410
E 401 403
E 305 306
E 305 817
E 106 362
E 362 874
E 874 1002
E 1002 994
E 994 962
E 962 966
E 966 454
E 454 462
E 462 494
E 966 968
E 968 904
E 904 912
E 968 967
E 967 965
E 965 973
E 962 964
E 964 980
E 962 978
E 362 298
E 298 266
E 266 265
E 265 267
E 267 259
E 259 387
E 387 388
E 388 404
E 404 916
E 916 920
E 920 984
E 984 992
E 992 988
E 988 1020
E 1020 1012
E 1012 1010
E 916 948
E 948 946
E 946 914
E 914 913
E 913 917
E 917 919
E 919 983
E 983 1015
E 1015 503
E 503 504
E 504 472
E 983 727
E 919 903
E 948 947
E 388 260
E 259 275
E 298 302
E 302 270
E 270 269
E 66 578
E 2 130
E 130 642
E 642 658
E 658 657
E 642 644
E 642 674
