Cost 3071
Edges 3071
E 505 1017
E 1017 3065
E 1017 2041
E 1 5
E 5 2053
E 5 1029
E 5 517
E 517 1541
E 1541 3589
E 5 261
E 261 1285
E 1285 3333
E 261 773
E 773 2821
E 773 1797
E 5 133
E 133 1157
E 1157 3205
E 133 645
E 645 2693
E 645 1669
E 133 389
E 389 2437
E 389 1413
E 389 901
E 901 1925
E 1925 3973
E 5 69
E 69 1093
E 1093 3141
E 69 581
E 581 2629
E 581 1605
E 69 325
E 325 2373
E 325 1349
E 325 837
E 837 1861
E 1861 3909
E 69 197
E 197 2245
E 197 1221
E 197 709
E 709 1733
E 1733 3781
E 197 453
E 453 1477
E 1477 3525
E 453 965
E 965 3013
E 965 1989
E 5 37
E 37 1061
E 1061 3109
E 37 549
E 549 2597
E 549 1573
E 37 293
E 293 2341
E 293 1317
E 293 805
E 805 1829
E 1829 3877
E 37 165
E 165 2213
E 165 1189
E 165 677
E 677 1701
E 1701 3749
E 165 421
E 421 1445
E 1445 3493
E 421 933
E 933 2981
E 933 1957
E 37 101
E 101 2149
E 101 1125
E 101 613
E 613 1637
E 1637 3685
E 101 357
E 357 1381
E 1381 3429
E 357 869
E 869 2917
E 869 1893
E 101 229
E 229 1253
E 1253 3301
E 229 741
E 741 2789
E 741 1765
E 229 485
E 485 2533
E 485 1509
E 485 997
E 997 2021
E 2021 4069
E 5 21
E 21 1045
E 1045 3093
E 21 533
E 533 2581
E 533 1557
E 21 277
E 277 2325
E 277 1301
E 277 789
E 789 1813
E 1813 3861
E 21 149
E 149 2197
E 149 1173
E 149 661
E 661 1685
E 1685 3733
E 149 405
E 405 1429
E 1429 3477
E 405 917
E 917 2965
E 917 1941
E 21 85
E 85 2133
E 85 1109
E 85 597
E 597 1621
E 1621 3669
E 85 341
E 341 1365
E 1365 3413
E 341 853
E 853 2901
E 853 1877
E 85 213
E 213 1237
E 1237 3285
E 213 725
E 725 2773
E 725 1749
E 213 469
E 469 2517
E 469 1493
E 469 981
E 981 2005
E 2005 4053
E 21 53
E 53 2101
E 53 1077
E 53 565
E 565 1589
E 1589 3637
E 53 309
E 309 1333
E 1333 3381
E 309 821
E 821 2869
E 821 1845
E 53 181
E 181 1205
E 1205 3253
E 181 693
E 693 2741
E 693 1717
E 181 437
E 437 2485
E 437 1461
E 437 949
E 949 1973
E 1973 4021
E 53 117
E 117 1141
E 1141 3189
E 117 629
E 629 2677
E 629 1653
E 117 373
E 373 2421
E 373 1397
E 373 885
E 885 1909
E 1909 3957
E 117 245
E 245 2293
E 245 1269
E 245 757
E 757 1781
E 1781 3829
E 245 501
E 501 1525
E 1525 3573
E 501 1013
E 1013 3061
E 1013 2037
E 5 13
E 13 1037
E 1037 3085
E 13 525
E 525 2573
E 525 1549
E 13 269
E 269 2317
E 269 1293
E 269 781
E 781 1805
E 1805 3853
E 13 141
E 141 2189
E 141 1165
E 141 653
E 653 1677
E 1677 3725
E 141 397
E 397 1421
E 1421 3469
E 397 909
E 909 2957
E 909 1933
E 13 77
E 77 2125
E 77 1101
E 77 589
E 589 1613
E 1613 3661
E 77 333
E 333 1357
E 1357 3405
E 333 845
E 845 2893
E 845 1869
E 77 205
E 205 1229
E 1229 3277
E 205 717
E 717 2765
E 717 1741
E 205 461
E 461 2509
E 461 1485
E 461 973
E 973 1997
E 1997 4045
E 13 45
E 45 2093
E 45 1069
E 45 557
E 557 1581
E 1581 3629
E 45 301
E 301 1325
E 1325 3373
E 301 813
E 813 2861
E 813 1837
E 45 173
E 173 1197
E 1197 3245
E 173 685
E 685 2733
E 685 1709
E 173 429
E 429 2477
E 429 1453
E 429 941
E 941 1965
E 1965 4013
E 45 109
E 109 1133
E 1133 3181
E 109 621
E 621 2669
E 621 1645
E 109 365
E 365 2413
E 365 1389
E 365 877
E 877 1901
E 1901 3949
E 109 237
E 237 2285
E 237 1261
E 237 749
E 749 1773
E 1773 3821
E 237 493
E 493 1517
E 1517 3565
E 493 1005
E 1005 3053
E 1005 2029
E 13 29
E 29 2077
E 29 1053
E 29 541
E 541 1565
E 1565 3613
E 29 285
E 285 1309
E 1309 3357
E 285 797
E 797 2845
E 797 1821
E 29 157
E 157 1181
E 1181 3229
E 157 669
E 669 2717
E 669 1693
E 157 413
E 413 2461
E 413 1437
E 413 925
E 925 1949
E 1949 3997
E 29 93
E 93 1117
E 1117 3165
E 93 605
E 605 2653
E 605 1629
E 93 349
E 349 2397
E 349 1373
E 349 861
E 861 1885
E 1885 3933
E 93 221
E 221 2269
E 221 1245
E 221 733
E 733 1757
E 1757 3805
E 221 477
E 477 1501
E 1501 3549
E 477 989
E 989 3037
E 989 2013
E 29 61
E 61 1085
E 1085 3133
E 61 573
E 573 2621
E 573 1597
E 61 317
E 317 2365
E 317 1341
E 317 829
E 829 1853
E 1853 3901
E 61 189
E 189 2237
E 189 1213
E 189 701
E 701 1725
E 1725 3773
E 189 445
E 445 1469
E 1469 3517
E 445 957
E 957 3005
E 957 1981
E 61 125
E 125 2173
E 125 1149
E 125 637
E 637 1661
E 1661 3709
E 125 381
E 381 1405
E 1405 3453
E 381 893
E 893 2941
E 893 1917
E 125 253
E 253 1277
E 1277 3325
E 253 765
E 765 2813
E 765 1789
E 253 509
E 509 2557
E 509 1533
E 509 1021
E 1021 2045
E 2045 4093
E 1 3
E 3 2051
E 3 1027
E 3 515
E 515 1539
E 1539 3587
E 3 259
E 259 1283
E 1283 3331
E 259 771
E 771 2819
E 771 1795
E 3 131
E 131 1155
E 1155 3203
E 131 643
E 643 2691
E 643 1667
E 131 387
E 387 2435
E 387 1411
E 387 899
E 899 1923
E 1923 3971
E 3 67
E 67 1091
E 1091 3139
E 67 579
E 579 2627
E 579 1603
E 67 323
E 323 2371
E 323 1347
E 323 835
E 835 1859
E 1859 3907
E 67 195
E 195 2243
E 195 1219
E 195 707
E 707 1731
E 1731 3779
E 195 451
E 451 1475
E 1475 3523
E 451 963
E 963 3011
E 963 1987
E 3 35
E 35 1059
E 1059 3107
E 35 547
E 547 2595
E 547 1571
E 35 291
E 291 2339
E 291 1315
E 291 803
E 803 1827
E 1827 3875
E 35 163
E 163 2211
E 163 1187
E 163 675
E 675 1699
E 1699 3747
E 163 419
E 419 1443
E 1443 3491
E 419 931
E 931 2979
E 931 1955
E 35 99
E 99 2147
E 99 1123
E 99 611
E 611 1635
E 1635 3683
E 99 355
E 355 1379
E 1379 3427
E 355 867
E 867 2915
E 867 1891
E 99 227
E 227 1251
E 1251 3299
E 227 739
E 739 2787
E 739 1763
E 227 483
E 483 2531
E 483 1507
E 483 995
E 995 2019
E 2019 4067
E 3 19
E 19 1043
E 1043 3091
E 19 531
E 531 2579
E 531 1555
E 19 275
E 275 2323
E 275 1299
E 275 787
E 787 1811
E 1811 3859
E 19 147
E 147 2195
E 147 1171
E 147 659
E 659 1683
E 1683 3731
E 147 403
E 403 1427
E 1427 3475
E 403 915
E 915 2963
E 915 1939
E 19 83
E 83 2131
E 83 1107
E 83 595
E 595 1619
E 1619 3667
E 83 339
E 339 1363
E 1363 3411
E 339 851
E 851 2899
E 851 1875
E 83 211
E 211 1235
E 1235 3283
E 211 723
E 723 2771
E 723 1747
E 211 467
E 467 2515
E 467 1491
E 467 979
E 979 2003
E 2003 4051
E 19 51
E 51 2099
E 51 1075
E 51 563
E 563 1587
E 1587 3635
E 51 307
E 307 1331
E 1331 3379
E 307 819
E 819 2867
E 819 1843
E 51 179
E 179 1203
E 1203 3251
E 179 691
E 691 2739
E 691 1715
E 179 435
E 435 2483
E 435 1459
E 435 947
E 947 1971
E 1971 4019
E 51 115
E 115 1139
E 1139 3187
E 115 627
E 627 2675
E 627 1651
E 115 371
E 371 2419
E 371 1395
E 371 883
E 883 1907
E 1907 3955
E 115 243
E 243 2291
E 243 1267
E 243 755
E 755 1779
E 1779 3827
E 243 499
E 499 1523
E 1523 3571
E 499 1011
E 1011 3059
E 1011 2035
E 3 11
E 11 1035
E 1035 3083
E 11 523
E 523 2571
E 523 1547
E 11 267
E 267 2315
E 267 1291
E 267 779
E 779 1803
E 1803 3851
E 11 139
E 139 2187
E 139 1163
E 139 651
E 651 1675
E 1675 3723
E 139 395
E 395 1419
E 1419 3467
E 395 907
E 907 2955
E 907 1931
E 11 75
E 75 2123
E 75 1099
E 75 587
E 587 1611
E 1611 3659
E 75 331
E 331 1355
E 1355 3403
E 331 843
E 843 2891
E 843 1867
E 75 203
E 203 1227
E 1227 3275
E 203 715
E 715 2763
E 715 1739
E 203 459
E 459 2507
E 459 1483
E 459 971
E 971 1995
E 1995 4043
E 11 43
E 43 2091
E 43 1067
E 43 555
E 555 1579
E 1579 3627
E 43 299
E 299 1323
E 1323 3371
E 299 811
E 811 2859
E 811 1835
E 43 171
E 171 1195
E 1195 3243
E 171 683
E 683 2731
E 683 1707
E 171 427
E 427 2475
E 427 1451
E 427 939
E 939 1963
E 1963 4011
E 43 107
E 107 1131
E 1131 3179
E 107 619
E 619 2667
E 619 1643
E 107 363
E 363 2411
E 363 1387
E 363 875
E 875 1899
E 1899 3947
E 107 235
E 235 2283
E 235 1259
E 235 747
E 747 1771
E 1771 3819
E 235 491
E 491 1515
E 1515 3563
E 491 1003
E 1003 3051
E 1003 2027
E 11 27
E 27 2075
E 27 1051
E 27 539
E 539 1563
E 1563 3611
E 27 283
E 283 1307
E 1307 3355
E 283 795
E 795 2843
E 795 1819
E 27 155
E 155 1179
E 1179 3227
E 155 667
E 667 2715
E 667 1691
E 155 411
E 411 2459
E 411 1435
E 411 923
E 923 1947
E 1947 3995
E 27 91
E 91 1115
E 1115 3163
E 91 603
E 603 2651
E 603 1627
E 91 347
E 347 2395
E 347 1371
E 347 859
E 859 1883
E 1883 3931
E 91 219
E 219 2267
E 219 1243
E 219 731
E 731 1755
E 1755 3803
E 219 475
E 475 1499
E 1499 3547
E 475 987
E 987 3035
E 987 2011
E 27 59
E 59 1083
E 1083 3131
E 59 571
E 571 2619
E 571 1595
E 59 315
E 315 2363
E 315 1339
E 315 827
E 827 1851
E 1851 3899
E 59 187
E 187 2235
E 187 1211
E 187 699
E 699 1723
E 1723 3771
E 187 443
E 443 1467
E 1467 3515
E 443 955
E 955 3003
E 955 1979
E 59 123
E 123 2171
E 123 1147
E 123 635
E 635 1659
E 1659 3707
E 123 379
E 379 1403
E 1403 3451
E 379 891
E 891 2939
E 891 1915
E 123 251
E 251 1275
E 1275 3323
E 251 763
E 763 2811
E 763 1787
E 251 507
E 507 2555
E 507 1531
E 507 1019
E 1019 2043
E 2043 4091
E 3 7
E 7 1031
E 1031 3079
E 7 519
E 519 2567
E 519 1543
E 7 263
E 263 2311
E 263 1287
E 263 775
E 775 1799
E 1799 3847
E 7 135
E 135 2183
E 135 1159
E 135 647
E 647 1671
E 1671 3719
E 135 391
E 391 1415
E 1415 3463
E 391 903
E 903 2951
E 903 1927
E 7 71
E 71 2119
E 71 1095
E 71 583
E 583 1607
E 1607 3655
E 71 327
E 327 1351
E 1351 3399
E 327 839
E 839 2887
E 839 1863
E 71 199
E 199 1223
E 1223 3271
E 199 711
E 711 2759
E 711 1735
E 199 455
E 455 2503
E 455 1479
E 455 967
E 967 1991
E 1991 4039
E 7 39
E 39 2087
E 39 1063
E 39 551
E 551 1575
E 1575 3623
E 39 295
E 295 1319
E 1319 3367
E 295 807
E 807 2855
E 807 1831
E 39 167
E 167 1191
E 1191 3239
E 167 679
E 679 2727
E 679 1703
E 167 423
E 423 2471
E 423 1447
E 423 935
E 935 1959
E 1959 4007
E 39 103
E 103 1127
E 1127 3175
E 103 615
E 615 2663
E 615 1639
E 103 359
E 359 2407
E 359 1383
E 359 871
E 871 1895
E 1895 3943
E 103 231
E 231 2279
E 231 1255
E 231 743
E 743 1767
E 1767 3815
E 231 487
E 487 1511
E 1511 3559
E 487 999
E 999 3047
E 999 2023
E 7 23
E 23 2071
E 23 1047
E 23 535
E 535 1559
E 1559 3607
E 23 279
E 279 1303
E 1303 3351
E 279 791
E 791 2839
E 791 1815
E 23 151
E 151 1175
E 1175 3223
E 151 663
E 663 2711
E 663 1687
E 151 407
E 407 2455
E 407 1431
E 407 919
E 919 1943
E 1943 3991
E 23 87
E 87 1111
E 1111 3159
E 87 599
E 599 2647
E 599 1623
E 87 343
E 343 2391
E 343 1367
E 343 855
E 855 1879
E 1879 3927
E 87 215
E 215 2263
E 215 1239
E 215 727
E 727 1751
E 1751 3799
E 215 471
E 471 1495
E 1495 3543
E 471 983
E 983 3031
E 983 2007
E 23 55
E 55 1079
E 1079 3127
E 55 567
E 567 2615
E 567 1591
E 55 311
E 311 2359
E 311 1335
E 311 823
E 823 1847
E 1847 3895
E 55 183
E 183 2231
E 183 1207
E 183 695
E 695 1719
E 1719 3767
E 183 439
E 439 1463
E 1463 3511
E 439 951
E 951 2999
E 951 1975
E 55 119
E 119 2167
E 119 1143
E 119 631
E 631 1655
E 1655 3703
E 119 375
E 375 1399
E 1399 3447
E 375 887
E 887 2935
E 887 1911
E 119 247
E 247 1271
E 1271 3319
E 247 759
E 759 2807
E 759 1783
E 247 503
E 503 2551
E 503 1527
E 503 1015
E 1015 2039
E 2039 4087
E 7 15
E 15 2063
E 15 1039
E 15 527
E 527 1551
E 1551 3599
E 15 271
E 271 1295
E 1295 3343
E 271 783
E 783 2831
E 783 1807
E 15 143
E 143 1167
E 1167 3215
E 143 655
E 655 2703
E 655 1679
E 143 399
E 399 2447
E 399 1423
E 399 911
E 911 1935
E 1935 3983
E 15 79
E 79 1103
E 1103 3151
E 79 591
E 591 2639
E 591 1615
E 79 335
E 335 2383
E 335 1359
E 335 847
E 847 1871
E 1871 3919
E 79 207
E 207 2255
E 207 1231
E 207 719
E 719 1743
E 1743 3791
E 207 463
E 463 1487
E 1487 3535
E 463 975
E 975 3023
E 975 1999
E 15 47
E 47 1071
E 1071 3119
E 47 559
E 559 2607
E 559 1583
E 47 303
E 303 2351
E 303 1327
E 303 815
E 815 1839
E 1839 3887
E 47 175
E 175 2223
E 175 1199
E 175 687
E 687 1711
E 1711 3759
E 175 431
E 431 1455
E 1455 3503
E 431 943
E 943 2991
E 943 1967
E 47 111
E 111 2159
E 111 1135
E 111 623
E 623 1647
E 1647 3695
E 111 367
E 367 1391
E 1391 3439
E 367 879
E 879 2927
E 879 1903
E 111 239
E 239 1263
E 1263 3311
E 239 751
E 751 2799
E 751 1775
E 239 495
E 495 2543
E 495 1519
E 495 1007
E 1007 2031
E 2031 4079
E 15 31
E 31 1055
E 1055 3103
E 31 543
E 543 2591
E 543 1567
E 31 287
E 287 2335
E 287 1311
E 287 799
E 799 1823
E 1823 3871
E 31 159
E 159 2207
E 159 1183
E 159 671
E 671 1695
E 1695 3743
E 159 415
E 415 1439
E 1439 3487
E 415 927
E 927 2975
E 927 1951
E 31 95
E 95 2143
E 95 1119
E 95 607
E 607 1631
E 1631 3679
E 95 351
E 351 1375
E 1375 3423
E 351 863
E 863 2911
E 863 1887
E 95 223
E 223 1247
E 1247 3295
E 223 735
E 735 2783
E 735 1759
E 223 479
E 479 2527
E 479 1503
E 479 991
E 991 2015
E 2015 4063
E 31 63
E 63 2111
E 63 1087
E 63 575
E 575 1599
E 1599 3647
E 63 319
E 319 1343
E 1343 3391
E 319 831
E 831 2879
E 831 1855
E 63 191
E 191 1215
E 1215 3263
E 191 703
E 703 2751
E 703 1727
E 191 447
E 447 2495
E 447 1471
E 447 959
E 959 1983
E 1983 4031
E 63 127
E 127 1151
E 1151 3199
E 127 639
E 639 2687
E 639 1663
E 127 383
E 383 2431
E 383 1407
E 383 895
E 895 1919
E 1919 3967
E 127 255
E 255 2303
E 255 1279
E 255 767
E 767 1791
E 1791 3839
E 255 511
E 511 1535
E 1535 3583
E 511 1023
E 1023 3071
E 1023 2047
E 1 2
E 2 2050
E 2 1026
E 2 514
E 514 1538
E 1538 3586
E 2 258
E 258 1282
E 1282 3330
E 258 770
E 770 2818
E 770 1794
E 2 130
E 130 1154
E 1154 3202
E 130 642
E 642 2690
E 642 1666
E 130 386
E 386 2434
E 386 1410
E 386 898
E 898 1922
E 1922 3970
E 2 66
E 66 1090
E 1090 3138
E 66 578
E 578 2626
E 578 1602
E 66 322
E 322 2370
E 322 1346
E 322 834
E 834 1858
E 1858 3906
E 66 194
E 194 2242
E 194 1218
E 194 706
E 706 1730
E 1730 3778
E 194 450
E 450 1474
E 1474 3522
E 450 962
E 962 3010
E 962 1986
E 2 34
E 34 1058
E 1058 3106
E 34 546
E 546 2594
E 546 1570
E 34 290
E 290 2338
E 290 1314
E 290 802
E 802 1826
E 1826 3874
E 34 162
E 162 2210
E 162 1186
E 162 674
E 674 1698
E 1698 3746
E 162 418
E 418 1442
E 1442 3490
E 418 930
E 930 2978
E 930 1954
E 34 98
E 98 2146
E 98 1122
E 98 610
E 610 1634
E 1634 3682
E 98 354
E 354 1378
E 1378 3426
E 354 866
E 866 2914
E 866 1890
E 98 226
E 226 1250
E 1250 3298
E 226 738
E 738 2786
E 738 1762
E 226 482
E 482 2530
E 482 1506
E 482 994
E 994 2018
E 2018 4066
E 2 18
E 18 1042
E 1042 3090
E 18 530
E 530 2578
E 530 1554
E 18 274
E 274 2322
E 274 1298
E 274 786
E 786 1810
E 1810 3858
E 18 146
E 146 2194
E 146 1170
E 146 658
E 658 1682
E 1682 3730
E 146 402
E 402 1426
E 1426 3474
E 402 914
E 914 2962
E 914 1938
E 18 82
E 82 2130
E 82 1106
E 82 594
E 594 1618
E 1618 3666
E 82 338
E 338 1362
E 1362 3410
E 338 850
E 850 2898
E 850 1874
E 82 210
E 210 1234
E 1234 3282
E 210 722
E 722 2770
E 722 1746
E 210 466
E 466 2514
E 466 1490
E 466 978
E 978 2002
E 2002 4050
E 18 50
E 50 2098
E 50 1074
E 50 562
E 562 1586
E 1586 3634
E 50 306
E 306 1330
E 1330 3378
E 306 818
E 818 2866
E 818 1842
E 50 178
E 178 1202
E 1202 3250
E 178 690
E 690 2738
E 690 1714
E 178 434
E 434 2482
E 434 1458
E 434 946
E 946 1970
E 1970 4018
E 50 114
E 114 1138
E 1138 3186
E 114 626
E 626 2674
E 626 1650
E 114 370
E 370 2418
E 370 1394
E 370 882
E 882 1906
E 1906 3954
E 114 242
E 242 2290
E 242 1266
E 242 754
E 754 1778
E 1778 3826
E 242 498
E 498 1522
E 1522 3570
E 498 1010
E 1010 3058
E 1010 2034
E 2 10
E 10 1034
E 1034 3082
E 10 522
E 522 2570
E 522 1546
E 10 266
E 266 2314
E 266 1290
E 266 778
E 778 1802
E 1802 3850
E 10 138
E 138 2186
E 138 1162
E 138 650
E 650 1674
E 1674 3722
E 138 394
E 394 1418
E 1418 3466
E 394 906
E 906 2954
E 906 1930
E 10 74
E 74 2122
E 74 1098
E 74 586
E 586 1610
E 1610 3658
E 74 330
E 330 1354
E 1354 3402
E 330 842
E 842 2890
E 842 1866
E 74 202
E 202 1226
E 1226 3274
E 202 714
E 714 2762
E 714 1738
E 202 458
E 458 2506
E 458 1482
E 458 970
E 970 1994
E 1994 4042
E 10 42
E 42 2090
E 42 1066
E 42 554
E 554 1578
E 1578 3626
E 42 298
E 298 1322
E 1322 3370
E 298 810
E 810 2858
E 810 1834
E 42 170
E 170 1194
E 1194 3242
E 170 682
E 682 2730
E 682 1706
E 170 426
E 426 2474
E 426 1450
E 426 938
E 938 1962
E 1962 4010
E 42 106
E 106 1130
E 1130 3178
E 106 618
E 618 2666
E 618 1642
E 106 362
E 362 2410
E 362 1386
E 362 874
E 874 1898
E 1898 3946
E 106 234
E 234 2282
E 234 1258
E 234 746
E 746 1770
E 1770 3818
E 234 490
E 490 1514
E 1514 3562
E 490 1002
E 1002 3050
E 1002 2026
E 10 26
E 26 2074
E 26 1050
E 26 538
E 538 1562
E 1562 3610
E 26 282
E 282 1306
E 1306 3354
E 282 794
E 794 2842
E 794 1818
E 26 154
E 154 1178
E 1178 3226
E 154 666
E 666 2714
E 666 1690
E 154 410
E 410 2458
E 410 1434
E 410 922
E 922 1946
E 1946 3994
E 26 90
E 90 1114
E 1114 3162
E 90 602
E 602 2650
E 602 1626
E 90 346
E 346 2394
E 346 1370
E 346 858
E 858 1882
E 1882 3930
E 90 218
E 218 2266
E 218 1242
E 218 730
E 730 1754
E 1754 3802
E 218 474
E 474 1498
E 1498 3546
E 474 986
E 986 3034
E 986 2010
E 26 58
E 58 1082
E 1082 3130
E 58 570
E 570 2618
E 570 1594
E 58 314
E 314 2362
E 314 1338
E 314 826
E 826 1850
E 1850 3898
E 58 186
E 186 2234
E 186 1210
E 186 698
E 698 1722
E 1722 3770
E 186 442
E 442 1466
E 1466 3514
E 442 954
E 954 3002
E 954 1978
E 58 122
E 122 2170
E 122 1146
E 122 634
E 634 1658
E 1658 3706
E 122 378
E 378 1402
E 1402 3450
E 378 890
E 890 2938
E 890 1914
E 122 250
E 250 1274
E 1274 3322
E 250 762
E 762 2810
E 762 1786
E 250 506
E 506 2554
E 506 1530
E 506 1018
E 1018 2042
E 2042 4090
E 2 6
E 6 1030
E 1030 3078
E 6 518
E 518 2566
E 518 1542
E 6 262
E 262 2310
E 262 1286
E 262 774
E 774 1798
E 1798 3846
E 6 134
E 134 2182
E 134 1158
E 134 646
E 646 1670
E 1670 3718
E 134 390
E 390 1414
E 1414 3462
E 390 902
E 902 2950
E 902 1926
E 6 70
E 70 2118
E 70 1094
E 70 582
E 582 1606
E 1606 3654
E 70 326
E 326 1350
E 1350 3398
E 326 838
E 838 2886
E 838 1862
E 70 198
E 198 1222
E 1222 3270
E 198 710
E 710 2758
E 710 1734
E 198 454
E 454 2502
E 454 1478
E 454 966
E 966 1990
E 1990 4038
E 6 38
E 38 2086
E 38 1062
E 38 550
E 550 1574
E 1574 3622
E 38 294
E 294 1318
E 1318 3366
E 294 806
E 806 2854
E 806 1830
E 38 166
E 166 1190
E 1190 3238
E 166 678
E 678 2726
E 678 1702
E 166 422
E 422 2470
E 422 1446
E 422 934
E 934 1958
E 1958 4006
E 38 102
E 102 1126
E 1126 3174
E 102 614
E 614 2662
E 614 1638
E 102 358
E 358 2406
E 358 1382
E 358 870
E 870 1894
E 1894 3942
E 102 230
E 230 2278
E 230 1254
E 230 742
E 742 1766
E 1766 3814
E 230 486
E 486 1510
E 1510 3558
E 486 998
E 998 3046
E 998 2022
E 6 22
E 22 2070
E 22 1046
E 22 534
E 534 1558
E 1558 3606
E 22 278
E 278 1302
E 1302 3350
E 278 790
E 790 2838
E 790 1814
E 22 150
E 150 1174
E 1174 3222
E 150 662
E 662 2710
E 662 1686
E 150 406
E 406 2454
E 406 1430
E 406 918
E 918 1942
E 1942 3990
