Cost 119639
Edges 962
E 516 534
E 534 1992
E 1992 2073
E 99 1557
E 1557 1611
E 1611 1692
E 513 495
E 495 522
E 522 684
E 684 682
E 682 2140
E 2140 2142
E 2142 2160
E 2160 1917
E 1917 459
E 459 378
E 378 360
E 1917 1890
E 1890 1884
E 1884 2127
E 2127 1641
E 1884 1911
E 1911 1914
E 1914 1887
E 1887 429
E 429 411
E 411 168
E 168 654
E 1887 1158
E 1158 1140
E 209 215
E 215 216
E 47 1505
E 1505 1511
E 1511 1538
E 1538 1700
E 1700 1699
E 1699 1690
E 1690 1691
E 1691 233
E 233 224
E 224 143
E 143 161
E 233 476
E 476 449
E 449 1178
E 1178 1169
E 1691 1682
E 1682 1683
E 1683 225
E 225 711
E 711 729
E 729 675
E 675 1404
E 1691 1934
E 1934 1928
E 1928 1874
E 1874 1880
E 1880 1877
E 1877 1868
E 1868 410
E 410 437
E 437 440
E 440 1898
E 1898 1655
E 1655 1574
E 437 464
E 464 221
E 221 59
E 59 56
E 56 2
E 2 1
E 1 487
E 487 541
E 1 730
E 56 542
E 542 548
E 548 566
E 566 557
E 557 314
E 314 323
E 323 305
E 323 1781
E 221 230
E 230 68
E 68 65
E 65 227
E 227 146
E 146 1604
E 1604 1685
E 1685 1686
E 1686 1524
E 1524 66
E 66 72
E 72 70
E 70 151
E 151 97
E 1524 1533
E 1533 804
E 804 803
E 803 1532
E 804 807
E 807 805
E 805 796
E 796 797
E 797 1526
E 1526 1769
E 1769 1742
E 1742 1741
E 796 787
E 787 868
E 868 869
E 869 950
E 787 788
E 146 155
E 155 101
E 101 92
E 92 335
E 155 158
E 158 157
E 157 148
E 148 67
E 67 1525
E 1525 1687
E 67 76
E 227 226
E 226 232
E 232 475
E 227 236
E 236 242
E 242 485
E 485 484
E 484 1213
E 1213 1195
E 1195 1189
E 1189 1135
E 1135 1137
E 1213 1207
E 1207 1126
E 1126 397
E 397 403
E 403 394
E 394 637
E 637 2095
E 403 400
E 1207 1208
E 1208 1199
E 221 218
E 464 463
E 463 301
E 301 58
E 58 55
E 55 784
E 784 793
E 793 1036
E 1036 1765
E 55 28
E 28 109
E 109 352
E 58 139
E 139 220
E 220 1678
E 1678 1651
E 1651 1654
E 1654 1681
E 1681 1519
E 1519 1520
E 1651 1669
E 1669 211
E 211 212
E 212 185
E 185 184
E 184 427
E 427 1156
E 211 130
E 1678 1597
E 1597 1594
E 301 274
E 274 292
E 292 265
E 265 268
E 268 259
E 259 340
E 340 349
E 349 350
E 350 341
E 341 332
E 332 1790
E 1790 1799
E 341 584
E 584 638
E 638 152
E 152 881
E 350 431
E 268 997
E 997 1726
E 1726 1807
E 292 319
E 319 1048
E 274 436
E 436 1894
E 1894 1867
E 1867 1876
E 1876 1714
E 1714 1716
E 1716 1770
E 436 445
E 445 446
E 446 203
E 436 433
E 301 302
E 302 383
E 383 329
E 329 356
E 356 1085
E 1085 1103
E 1103 860
E 860 842
E 842 815
E 815 86
E 842 923
E 923 1652
E 1652 1895
E 1895 1733
E 1733 1976
E 923 924
E 924 1167
E 1167 1166
E 1166 1184
E 1184 1185
E 1185 1023
E 1023 1021
E 1021 1018
E 1018 1261
E 1261 1234
E 1234 1225
E 1225 1226
E 1226 740
E 1234 1963
E 1963 1945
E 1945 1216
E 1021 1183
E 1167 1176
E 1176 1095
E 1095 1122
E 1176 1905
E 1905 1662
E 1662 1659
E 1659 1665
E 1665 1656
E 1656 1653
E 842 1571
E 1571 1580
E 1580 1581
E 1581 852
E 852 855
E 1103 1832
E 1832 1805
E 1805 1886
E 1886 1643
E 1643 1640
E 1640 1478
E 1478 1559
E 1832 1823
E 1823 2066
E 2066 2093
E 2093 635
E 635 632
E 632 633
E 633 2091
E 2091 2090
E 2090 1361
E 1361 1334
E 1334 1253
E 633 639
E 2093 1850
E 1850 1847
E 1847 1793
E 1793 1550
E 1550 1577
E 1577 1658
E 1577 2063
E 1085 1328
E 1328 2057
E 2057 2030
E 2030 1949
E 383 1841
E 302 545
E 545 518
E 518 599
E 599 598
E 598 601
E 601 595
E 595 604
E 604 605
E 605 578
E 578 659
E 659 686
E 686 695
E 578 1307
E 1307 1310
E 605 606
E 606 525
E 525 552
E 552 714
E 606 615
E 615 597
E 597 600
E 606 2064
E 2064 2055
E 2055 1974
E 595 1324
E 1324 838
E 838 840
E 840 839
E 838 844
E 844 1573
E 1573 1492
E 1492 1735
E 838 865
E 865 883
E 1324 1297
E 1297 1298
E 1298 1316
E 1316 1073
E 1073 1154
E 1154 1397
E 1316 2045
E 2045 2072
E 2072 1991
E 1991 1748
E 1748 1721
E 1721 263
E 263 317
E 2072 2153
E 2153 2126
E 2126 2108
E 2108 2135
E 2135 2162
E 1297 1378
E 1378 2107
E 2107 1864
E 1864 1891
E 1891 1162
E 1162 919
E 919 921
E 921 939
E 1864 1865
E 2107 2116
E 1297 2026
E 1324 1351
E 1351 1369
E 601 628
E 628 2086
E 2086 2080
E 2080 1837
E 1837 1783
E 1783 325
E 325 82
E 82 84
E 84 165
E 165 183
E 183 186
E 186 213
E 213 456
E 186 672
E 672 671
E 671 698
E 698 697
E 697 688
E 183 189
E 189 108
E 108 837
E 837 1323
E 108 1566
E 189 171
E 171 657
E 84 327
E 82 811
E 811 817
E 817 1546
E 1546 1555
E 1555 1552
E 1552 1553
E 1553 1607
E 1607 1616
E 1616 1613
E 1613 1619
E 1619 890
E 1552 1561
E 1561 2047
E 2047 2074
E 2074 1588
E 628 709
E 709 547
E 547 2005
E 2005 2006
E 2006 2000
E 2000 1946
E 1946 1955
E 1955 1954
E 1954 1957
E 1957 1966
E 1946 1703
E 628 142
E 601 520
E 301 303
E 303 321
E 321 320
E 320 401
E 401 402
E 402 399
E 321 318
E 318 324
E 324 567
E 321 564
E 564 645
E 645 643
E 643 589
E 645 627
E 463 382
E 382 355
E 355 358
E 358 1816
E 1816 1825
E 1825 1822
E 1822 1795
E 1816 2059
E 2059 2068
E 463 472
E 472 715
E 715 661
E 661 662
E 662 1391
E 1391 1445
E 1445 1448
E 662 2120
E 463 706
E 706 652
E 652 490
E 490 493
E 493 250
E 250 7
E 7 8
E 8 494
E 7 169
E 169 898
E 898 736
E 736 754
E 898 925
E 169 163
E 163 181
E 493 655
E 706 724
E 724 727
E 463 465
E 464 473
E 473 1931
E 1931 1904
E 1904 1913
E 1931 1940
E 1940 482
E 410 653
E 1868 1787
E 1787 1786
E 1786 1788
E 1788 1791
E 1791 1872
E 1872 1871
E 1871 1925
E 1925 2168
E 1872 2115
E 1786 1789
E 1789 1060
E 1538 1537
E 1511 1754
E 1754 1997
E 1997 1268
E 1268 1430
E 1430 1424
E 47 29
E 1262 1265
E 1265 1994
E 1994 1995
E 1995 1977
E 1977 1986
E 1986 528
E 528 1257
E 1257 1248
E 1248 1266
E 1977 2004
E 2004 2022
E 2022 2184
E 1265 1292
E 776 777
E 779 1022
E 1022 995
E 995 1049
E 1049 1040
E 1040 1031
E 1031 977
E 977 1004
E 1040 1041
E 1041 1284
E 1284 1365
E 1365 1356
E 1356 870
E 870 816
E 1041 1038
E 1038 1044
E 1044 990
E 1049 1211
E 1211 1193
E 1193 1202
E 779 50
E 764 765
E 765 774
E 774 45
E 45 288
E 288 531
E 531 529
E 529 1258
E 1258 1231
E 1231 745
E 745 16
E 16 1474
E 1231 1285
E 529 502
E 502 504
E 504 498
E 498 496
E 45 44
E 774 1260
E 1260 1989
E 765 762
E 762 1491
E 765 846
E 782 773
E 773 854
E 854 827
E 827 828
E 828 822
E 822 1308
E 782 944
E 944 863
E 1264 1345
E 1345 1336
E 1336 850
E 850 847
E 847 118
E 118 91
E 91 93
E 93 174
E 174 180
E 180 178
E 178 172
E 172 415
E 415 469
E 469 1927
E 1927 1930
E 1930 1201
E 1201 1192
E 1192 949
E 949 951
E 951 954
E 954 792
E 792 790
E 790 952
E 792 801
E 792 1278
E 178 421
E 421 430
E 430 1888
E 180 179
E 179 206
E 180 207
E 207 205
E 205 448
E 448 450
E 450 447
E 447 285
E 450 1179
E 1179 1908
E 174 1632
E 1632 1635
E 1635 1554
E 1554 825
E 825 879
E 879 888
E 888 1131
E 825 906
E 1554 2040
E 1554 1608
E 91 820
E 820 874
E 874 1603
E 1603 1605
E 820 1549
E 1549 1576
E 1576 1495
E 1495 1522
E 1522 1513
E 1513 1459
E 1459 1540
E 1576 1657
E 118 127
E 127 129
E 129 1587
E 1587 1614
E 1614 1560
E 1560 831
E 831 829
E 829 832
E 832 834
E 1560 1551
E 1551 1794
E 1794 1713
E 1713 1712
E 1712 254
E 254 245
E 245 326
E 326 569
E 569 575
E 245 488
E 488 515
E 515 596
E 596 614
E 515 677
E 677 683
E 683 521
E 521 1250
E 1250 1277
E 1277 1034
E 1034 1043
E 1043 1772
E 1034 1007
E 683 680
E 683 692
E 254 416
E 1794 1848
E 1848 1857
E 1857 1863
E 1863 1620
E 1620 2106
E 2106 2097
E 2097 1854
E 1854 1773
E 1773 315
E 315 477
E 477 1206
E 1206 1203
E 1203 1212
E 1212 1455
E 1455 1452
E 1452 1290
E 1290 2019
E 1452 1458
E 1458 1440
E 1440 1437
E 1437 708
E 708 681
E 681 2139
E 2139 2137
E 1440 1438
E 1438 1435
E 1854 1845
E 2106 2079
E 1848 1851
E 1851 1860
E 1860 1859
E 1859 2102
E 1551 1470
E 847 853
E 853 1096
E 847 766
E 766 769
E 850 877
E 1336 1309
E 1309 1390
E 1390 904
E 904 901
E 1390 1417
E 1417 1419
E 1246 1327
E 1219 1273
E 1273 2002
E 737 746
E 746 908
E 908 1637
E 1637 1628
E 1628 1646
E 737 899
E 738 981
E 981 975
E 975 984
E 984 983
E 983 989
E 984 255
E 255 282
