Cost 739
Edges 517
E 25 79
E 79 241
E 241 727
E 79 1537
E 25 106
E 106 349
E 349 1807
E 25 187
E 187 430
E 430 1888
E 25 754
E 7 34
E 34 196
E 196 925
E 34 277
E 277 1735
E 34 520
E 7 61
E 61 223
E 223 952
E 61 304
E 304 385
E 385 1114
E 61 142
E 7 88
E 88 331
E 331 1060
E 7 169
E 169 655
E 7 250
E 250 1708
E 1 10
E 10 37
E 37 118
E 118 361
E 361 1090
E 37 199
E 199 1657
E 37 523
E 523 1252
E 10 91
E 91 145
E 145 631
E 10 172
E 172 658
E 658 2116
E 172 901
E 10 253
E 253 307
E 307 1765
E 10 64
E 10 496
E 1 19
E 19 46
E 46 1504
E 19 73
E 73 154
E 154 640
E 640 1369
E 154 883
E 73 235
E 235 478
E 478 1936
E 19 262
E 262 991
E 19 181
E 1 28
E 28 109
E 109 838
E 838 1081
E 109 352
E 28 190
E 190 433
E 1 55
E 55 136
E 136 1594
E 55 217
E 217 460
E 460 1918
E 55 541
E 1 82
E 82 568
E 568 2026
E 82 1540
E 1 487
E 487 1216
E 1 730
E 3 6
E 6 15
E 15 42
E 42 204
E 204 690
E 690 1419
E 42 285
E 15 69
E 69 150
E 150 393
E 393 1122
E 150 1608
E 69 312
E 312 1770
E 15 96
E 96 339
E 339 1797
E 96 582
E 582 2040
E 15 501
E 501 1230
E 15 744
E 744 906
E 15 177
E 6 24
E 24 51
E 51 213
E 213 456
E 51 537
E 537 1266
E 24 105
E 105 159
E 159 240
E 240 726
E 726 2184
E 159 402
E 402 1131
E 105 834
E 24 267
E 267 1725
E 24 78
E 6 33
E 33 114
E 114 357
E 357 1815
E 114 600
E 33 195
E 195 1653
E 33 1491
E 6 60
E 60 141
E 141 627
E 60 222
E 222 465
E 6 87
E 87 816
E 6 168
E 168 411
E 411 1140
E 168 654
E 3 12
E 12 18
E 18 27
E 27 54
E 54 135
E 135 621
E 621 2079
E 54 216
E 54 1512
E 27 81
E 81 243
E 243 486
E 486 1215
E 81 567
E 27 108
E 108 594
E 594 1323
E 108 1566
E 27 189
E 189 675
E 675 1404
E 18 45
E 45 126
E 126 855
E 45 207
E 207 450
E 450 1908
E 45 531
E 531 1989
E 18 72
E 72 153
E 153 639
E 72 234
E 234 1692
E 72 801
E 18 747
E 747 990
E 18 261
E 12 39
E 39 201
E 201 444
E 444 1902
E 39 120
E 39 282
E 12 66
E 66 147
E 147 1605
E 66 228
E 228 957
E 957 1443
E 228 714
E 12 93
E 93 579
E 579 1308
E 12 1470
E 3 21
E 21 48
E 48 129
E 129 615
E 615 2073
E 48 210
E 210 939
E 48 291
E 291 1020
E 48 777
E 21 75
E 75 156
E 156 399
E 75 561
E 561 2019
E 21 102
E 102 345
E 21 183
E 183 1641
E 21 507
E 3 30
E 30 36
E 36 63
E 63 144
E 144 387
E 387 1845
E 63 549
E 549 1278
E 36 117
E 117 360
E 117 846
E 30 192
E 192 678
E 678 1407
E 30 516
E 516 1974
E 3 57
E 57 138
E 138 1596
E 57 300
E 300 1029
E 57 219
E 3 84
E 84 90
E 90 171
E 171 900
E 900 1386
E 1386 2115
E 171 657
E 84 327
E 3 165
E 165 408
E 408 1137
