Cost 852
Edges 608
E 937 1961
E 169 425
E 41 553
E 553 1577
E 41 105
E 41 297
E 9 73
E 73 89
E 89 217
E 217 473
E 73 201
E 201 1225
E 73 329
E 329 841
E 841 1865
E 9 137
E 137 649
E 9 265
E 265 281
E 281 1305
E 9 1033
E 1033 1049
E 9 25
E 1 17
E 17 49
E 49 113
E 113 369
E 113 1137
E 49 177
E 177 433
E 433 945
E 49 561
E 17 81
E 81 209
E 209 465
E 465 977
E 977 2001
E 81 593
E 17 273
E 273 401
E 401 913
E 913 1937
E 17 145
E 1 33
E 33 97
E 97 225
E 225 1249
E 97 353
E 353 1377
E 1 65
E 65 193
E 193 705
E 1 129
E 129 1153
E 1 513
E 513 769
E 1 257
E 2 6
E 6 8
E 8 16
E 16 32
E 32 64
E 64 128
E 128 256
E 256 1280
E 128 640
E 64 192
E 192 448
E 32 96
E 96 224
E 224 480
E 480 992
E 992 2016
E 32 160
E 160 416
E 416 928
E 928 1952
E 160 672
E 32 288
E 288 800
E 32 1056
E 16 80
E 80 112
E 112 368
E 368 880
E 880 1904
E 80 208
E 208 720
E 720 1744
E 208 464
E 16 144
E 144 176
E 176 432
E 432 1456
E 16 48
E 8 24
E 24 56
E 56 120
E 120 248
E 248 504
E 504 1528
E 56 184
E 184 696
E 696 1720
E 56 312
E 312 824
E 56 1080
E 24 88
E 88 600
E 600 1624
E 88 216
E 24 1048
E 1048 1304
E 24 280
E 8 40
E 40 104
E 104 232
E 232 744
E 104 1128
E 40 168
E 168 424
E 40 552
E 552 1576
E 8 72
E 72 328
E 328 1352
E 1352 1864
E 328 840
E 8 136
E 136 1160
E 6 14
E 14 30
E 30 62
E 62 126
E 126 254
E 254 510
E 510 1022
E 62 190
E 190 702
E 62 574
E 574 1598
E 62 318
E 30 94
E 94 350
E 350 1374
E 94 606
E 30 158
E 158 1182
E 14 46
E 46 110
E 110 238
E 238 494
E 494 1518
E 238 750
E 110 366
E 46 174
E 174 686
E 14 78
E 78 206
E 78 1102
E 14 142
E 142 398
E 14 526
E 526 782
E 782 1806
E 14 270
E 6 22
E 22 54
E 54 182
E 182 246
E 54 310
E 310 374
E 374 886
E 886 1910
E 54 118
E 22 86
E 86 214
E 214 726
E 726 1750
E 22 150
E 150 662
E 662 918
E 150 406
E 22 1046
E 6 38
E 38 102
E 102 614
E 614 1638
E 38 166
E 166 422
E 422 934
E 934 1958
E 166 1190
E 38 294
E 294 1318
E 6 70
E 70 198
E 198 454
E 454 1478
E 70 326
E 326 838
E 6 134
E 134 646
E 6 518
E 2 10
E 10 12
E 12 28
E 28 60
E 60 124
E 124 1148
E 1148 1404
E 124 380
E 60 188
E 188 700
E 60 316
E 316 828
E 828 1852
E 28 92
E 92 220
E 220 476
E 220 1244
E 92 348
E 28 284
E 284 796
E 796 1820
E 12 44
E 44 108
E 108 236
E 236 492
E 492 1004
E 236 1260
E 108 364
E 364 876
E 876 1900
E 44 172
E 172 684
E 684 1708
E 12 268
E 268 396
E 396 1420
E 268 1292
E 12 76
E 12 140
E 12 524
E 10 42
E 42 58
E 58 122
E 122 634
E 634 762
E 762 1786
E 634 1658
E 122 250
E 58 186
E 186 442
E 442 1466
E 42 106
E 106 362
E 42 298
E 298 810
E 42 1066
E 10 74
E 74 90
E 90 218
E 218 1242
E 90 602
E 602 1626
E 74 202
E 202 458
E 458 970
E 970 1994
E 74 330
E 74 586
E 10 138
E 138 154
E 154 410
E 410 922
E 138 650
E 650 1674
E 10 26
E 2 18
E 18 20
E 20 52
E 52 116
E 116 244
E 244 500
E 500 1012
E 1012 2036
E 116 628
E 52 180
E 180 1204
E 52 1076
E 20 84
E 84 340
E 340 1364
E 20 148
E 148 404
E 404 916
E 148 660
E 18 50
E 50 114
E 114 242
E 242 498
E 498 1522
E 50 178
E 178 690
E 690 1714
E 50 306
E 306 1330
E 50 562
E 18 82
E 82 210
E 210 722
E 82 338
E 338 850
E 18 146
E 146 402
E 18 1042
E 2 34
E 34 36
E 36 100
E 100 228
E 228 484
E 36 292
E 34 98
E 98 226
E 226 482
E 482 994
E 98 354
E 354 1378
E 98 610
E 610 1634
E 34 290
E 290 418
E 418 930
E 930 1954
E 34 162
E 2 130
E 130 132
E 132 196
E 196 708
E 708 1732
E 132 388
E 388 900
E 130 194
E 194 450
E 450 1474
E 2 258
E 258 770
E 770 1794
E 2 514
E 514 516
E 516 580
E 580 588
E 2 66
